Starting task 5: n=100, tau=medium
  Rep 033: fitting model x3
  Rep 033: fitting model x4
  Rep 033: fitting model main
  Rep 033: fitting model int12_3
  Rep 033: fitting model int12_4
  Rep 033: fitting model int13_2
  Rep 033: fitting model int13_4
  Rep 033: fitting model int14_2
  Rep 033: fitting model int14_3
  Rep 033: fitting model int23_1
  Rep 033: fitting model int23_4
  Rep 033: fitting model int24_1
  Rep 033: fitting model int24_3
  Rep 033: fitting model int34_1
  Rep 033: fitting model int34_2
  Rep 033: fitting model int12
  Rep 033: fitting model int13
  Rep 033: fitting model int14
  Rep 033: fitting model int23
  Rep 033: fitting model int24
  Rep 033: fitting model int34
  Rep 033: fitting model int123_4
  Rep 033: fitting model int124_3
  Rep 033: fitting model int134_2
  Rep 033: fitting model int234_1
  Rep 033: fitting model full
  Rep 034: fitting model null
  Rep 034: fitting model x1
  Rep 034: fitting model x2
  Rep 034: fitting model x3
  Rep 034: fitting model x4
  Rep 034: fitting model main
  Rep 034: fitting model int12_3
  Rep 034: fitting model int12_4
  Rep 034: fitting model int13_2
  Rep 034: fitting model int13_4
  Rep 034: fitting model int14_2
  Rep 034: fitting model int14_3
  Rep 034: fitting model int23_1
  Rep 034: fitting model int23_4
  Rep 034: fitting model int24_1
  Rep 034: fitting model int24_3
  Rep 034: fitting model int34_1
  Rep 034: fitting model int34_2
  Rep 034: fitting model int12
  Rep 034: fitting model int13
  Rep 034: fitting model int14
  Rep 034: fitting model int23
  Rep 034: fitting model int24
  Rep 034: fitting model int34
  Rep 034: fitting model int123_4
  Rep 034: fitting model int124_3
  Rep 034: fitting model int134_2
  Rep 034: fitting model int234_1
  Rep 034: fitting model full
  Rep 035: fitting model null
  Rep 035: fitting model x1
  Rep 035: fitting model x2
  Rep 035: fitting model x3
  Rep 035: fitting model x4
  Rep 035: fitting model main
  Rep 035: fitting model int12_3
  Rep 035: fitting model int12_4
  Rep 035: fitting model int13_2
  Rep 035: fitting model int13_4
  Rep 035: fitting model int14_2
  Rep 035: fitting model int14_3
  Rep 035: fitting model int23_1
  Rep 035: fitting model int23_4
  Rep 035: fitting model int24_1
  Rep 035: fitting model int24_3
  Rep 035: fitting model int34_1
  Rep 035: fitting model int34_2
  Rep 035: fitting model int12
  Rep 035: fitting model int13
  Rep 035: fitting model int14
  Rep 035: fitting model int23
  Rep 035: fitting model int24
  Rep 035: fitting model int34
  Rep 035: fitting model int123_4
  Rep 035: fitting model int124_3
  Rep 035: fitting model int134_2
  Rep 035: fitting model int234_1
  Rep 035: fitting model full
  Rep 036: fitting model null
  Rep 036: fitting model x1
  Rep 036: fitting model x2
  Rep 036: fitting model x3
  Rep 036: fitting model x4
  Rep 036: fitting model main
  Rep 036: fitting model int12_3
  Rep 036: fitting model int12_4
  Rep 036: fitting model int13_2
  Rep 036: fitting model int13_4
  Rep 036: fitting model int14_2
  Rep 036: fitting model int14_3
  Rep 036: fitting model int23_1
  Rep 036: fitting model int23_4
  Rep 036: fitting model int24_1
  Rep 036: fitting model int24_3
  Rep 036: fitting model int34_1
  Rep 036: fitting model int34_2
  Rep 036: fitting model int12
  Rep 036: fitting model int13
  Rep 036: fitting model int14
  Rep 036: fitting model int23
  Rep 036: fitting model int24
  Rep 036: fitting model int34
  Rep 036: fitting model int123_4
  Rep 036: fitting model int124_3
  Rep 036: fitting model int134_2
  Rep 036: fitting model int234_1
  Rep 036: fitting model full
  Rep 037: fitting model null
  Rep 037: fitting model x1
  Rep 037: fitting model x2
  Rep 037: fitting model x3
  Rep 037: fitting model x4
  Rep 037: fitting model main
  Rep 037: fitting model int12_3
  Rep 037: fitting model int12_4
  Rep 037: fitting model int13_2
  Rep 037: fitting model int13_4
  Rep 037: fitting model int14_2
  Rep 037: fitting model int14_3
  Rep 037: fitting model int23_1
  Rep 037: fitting model int23_4
  Rep 037: fitting model int24_1
  Rep 037: fitting model int24_3
  Rep 037: fitting model int34_1
  Rep 037: fitting model int34_2
  Rep 037: fitting model int12
  Rep 037: fitting model int13
  Rep 037: fitting model int14
  Rep 037: fitting model int23
  Rep 037: fitting model int24
  Rep 037: fitting model int34
  Rep 037: fitting model int123_4
  Rep 037: fitting model int124_3
  Rep 037: fitting model int134_2
  Rep 037: fitting model int234_1
  Rep 037: fitting model full
  Rep 038: fitting model null
  Rep 038: fitting model x1
  Rep 038: fitting model x2
  Rep 038: fitting model x3
  Rep 038: fitting model x4
  Rep 038: fitting model main
  Rep 038: fitting model int12_3
  Rep 038: fitting model int12_4
  Rep 038: fitting model int13_2
  Rep 038: fitting model int13_4
  Rep 038: fitting model int14_2
  Rep 038: fitting model int14_3
  Rep 038: fitting model int23_1
  Rep 038: fitting model int23_4
  Rep 038: fitting model int24_1
  Rep 038: fitting model int24_3
  Rep 038: fitting model int34_1
  Rep 038: fitting model int34_2
  Rep 038: fitting model int12
  Rep 038: fitting model int13
  Rep 038: fitting model int14
  Rep 038: fitting model int23
  Rep 038: fitting model int24
  Rep 038: fitting model int34
  Rep 038: fitting model int123_4
  Rep 038: fitting model int124_3
  Rep 038: fitting model int134_2
  Rep 038: fitting model int234_1
  Rep 038: fitting model full
  Rep 039: fitting model null
  Rep 039: fitting model x1
  Rep 039: fitting model x2
  Rep 039: fitting model x3
  Rep 039: fitting model x4
  Rep 039: fitting model main
  Rep 039: fitting model int12_3
  Rep 039: fitting model int12_4
  Rep 039: fitting model int13_2
  Rep 039: fitting model int13_4
  Rep 039: fitting model int14_2
  Rep 039: fitting model int14_3
  Rep 039: fitting model int23_1
  Rep 039: fitting model int23_4
  Rep 039: fitting model int24_1
  Rep 039: fitting model int24_3
  Rep 039: fitting model int34_1
  Rep 039: fitting model int34_2
  Rep 039: fitting model int12
  Rep 039: fitting model int13
  Rep 039: fitting model int14
  Rep 039: fitting model int23
  Rep 039: fitting model int24
  Rep 039: fitting model int34
  Rep 039: fitting model int123_4
  Rep 039: fitting model int124_3
  Rep 039: fitting model int134_2
  Rep 039: fitting model int234_1
  Rep 039: fitting model full
  Rep 040: fitting model null
  Rep 040: fitting model x1
  Rep 040: fitting model x2
  Rep 040: fitting model x3
  Rep 040: fitting model x4
  Rep 040: fitting model main
  Rep 040: fitting model int12_3
  Rep 040: fitting model int12_4
  Rep 040: fitting model int13_2
  Rep 040: fitting model int13_4
  Rep 040: fitting model int14_2
  Rep 040: fitting model int14_3
  Rep 040: fitting model int23_1
  Rep 040: fitting model int23_4
  Rep 040: fitting model int24_1
  Rep 040: fitting model int24_3
  Rep 040: fitting model int34_1
  Rep 040: fitting model int34_2
  Rep 040: fitting model int12
  Rep 040: fitting model int13
  Rep 040: fitting model int14
  Rep 040: fitting model int23
  Rep 040: fitting model int24
  Rep 040: fitting model int34
  Rep 040: fitting model int123_4
  Rep 040: fitting model int124_3
  Rep 040: fitting model int134_2
  Rep 040: fitting model int234_1
  Rep 040: fitting model full
  Rep 041: fitting model null
  Rep 041: fitting model x1
  Rep 041: fitting model x2
  Rep 041: fitting model x3
  Rep 041: fitting model x4
  Rep 041: fitting model main
  Rep 041: fitting model int12_3
  Rep 041: fitting model int12_4
  Rep 041: fitting model int13_2
  Rep 041: fitting model int13_4
  Rep 041: fitting model int14_2
  Rep 041: fitting model int14_3
  Rep 041: fitting model int23_1
  Rep 041: fitting model int23_4
  Rep 041: fitting model int24_1
  Rep 041: fitting model int24_3
  Rep 041: fitting model int34_1
  Rep 041: fitting model int34_2
  Rep 041: fitting model int12
  Rep 041: fitting model int13
  Rep 041: fitting model int14
  Rep 041: fitting model int23
  Rep 041: fitting model int24
  Rep 041: fitting model int34
  Rep 041: fitting model int123_4
  Rep 041: fitting model int124_3
  Rep 041: fitting model int134_2
  Rep 041: fitting model int234_1
  Rep 041: fitting model full
  Rep 042: fitting model null
  Rep 042: fitting model x1
  Rep 042: fitting model x2
  Rep 042: fitting model x3
  Rep 042: fitting model x4
  Rep 042: fitting model main
  Rep 042: fitting model int12_3
  Rep 042: fitting model int12_4
  Rep 042: fitting model int13_2
  Rep 042: fitting model int13_4
  Rep 042: fitting model int14_2
  Rep 042: fitting model int14_3
  Rep 042: fitting model int23_1
  Rep 042: fitting model int23_4
  Rep 042: fitting model int24_1
  Rep 042: fitting model int24_3
  Rep 042: fitting model int34_1
  Rep 042: fitting model int34_2
  Rep 042: fitting model int12
  Rep 042: fitting model int13
  Rep 042: fitting model int14
  Rep 042: fitting model int23
  Rep 042: fitting model int24
  Rep 042: fitting model int34
  Rep 042: fitting model int123_4
  Rep 042: fitting model int124_3
  Rep 042: fitting model int134_2
  Rep 042: fitting model int234_1
  Rep 042: fitting model full
  Rep 043: fitting model null
  Rep 043: fitting model x1
  Rep 043: fitting model x2
  Rep 043: fitting model x3
  Rep 043: fitting model x4
  Rep 043: fitting model main
  Rep 043: fitting model int12_3
  Rep 043: fitting model int12_4
  Rep 043: fitting model int13_2
  Rep 043: fitting model int13_4
  Rep 043: fitting model int14_2
  Rep 043: fitting model int14_3
  Rep 043: fitting model int23_1
  Rep 043: fitting model int23_4
  Rep 043: fitting model int24_1
  Rep 043: fitting model int24_3
  Rep 043: fitting model int34_1
  Rep 043: fitting model int34_2
  Rep 043: fitting model int12
  Rep 043: fitting model int13
  Rep 043: fitting model int14
  Rep 043: fitting model int23
  Rep 043: fitting model int24
  Rep 043: fitting model int34
  Rep 043: fitting model int123_4
  Rep 043: fitting model int124_3
  Rep 043: fitting model int134_2
  Rep 043: fitting model int234_1
  Rep 043: fitting model full
  Rep 044: fitting model null
  Rep 044: fitting model x1
  Rep 044: fitting model x2
  Rep 044: fitting model x3
  Rep 044: fitting model x4
  Rep 044: fitting model main
  Rep 044: fitting model int12_3
  Rep 044: fitting model int12_4
  Rep 044: fitting model int13_2
  Rep 044: fitting model int13_4
  Rep 044: fitting model int14_2
  Rep 044: fitting model int14_3
  Rep 044: fitting model int23_1
  Rep 044: fitting model int23_4
  Rep 044: fitting model int24_1
  Rep 044: fitting model int24_3
  Rep 044: fitting model int34_1
  Rep 044: fitting model int34_2
  Rep 044: fitting model int12
  Rep 044: fitting model int13
  Rep 044: fitting model int14
  Rep 044: fitting model int23
  Rep 044: fitting model int24
  Rep 044: fitting model int34
  Rep 044: fitting model int123_4
  Rep 044: fitting model int124_3
  Rep 044: fitting model int134_2
  Rep 044: fitting model int234_1
  Rep 044: fitting model full
  Rep 045: fitting model null
  Rep 045: fitting model x1
  Rep 045: fitting model x2
  Rep 045: fitting model x3
  Rep 045: fitting model x4
  Rep 045: fitting model main
  Rep 045: fitting model int12_3
  Rep 045: fitting model int12_4
  Rep 045: fitting model int13_2
  Rep 045: fitting model int13_4
  Rep 045: fitting model int14_2
  Rep 045: fitting model int14_3
  Rep 045: fitting model int23_1
  Rep 045: fitting model int23_4
  Rep 045: fitting model int24_1
  Rep 045: fitting model int24_3
  Rep 045: fitting model int34_1
  Rep 045: fitting model int34_2
  Rep 045: fitting model int12
  Rep 045: fitting model int13
  Rep 045: fitting model int14
  Rep 045: fitting model int23
  Rep 045: fitting model int24
  Rep 045: fitting model int34
  Rep 045: fitting model int123_4
  Rep 045: fitting model int124_3
  Rep 045: fitting model int134_2
  Rep 045: fitting model int234_1
  Rep 045: fitting model full
  Rep 046: fitting model null
  Rep 046: fitting model x1
  Rep 046: fitting model x2
  Rep 046: fitting model x3
  Rep 046: fitting model x4
  Rep 046: fitting model main
  Rep 046: fitting model int12_3
  Rep 046: fitting model int12_4
  Rep 046: fitting model int13_2
  Rep 046: fitting model int13_4
  Rep 046: fitting model int14_2
  Rep 046: fitting model int14_3
  Rep 046: fitting model int23_1
  Rep 046: fitting model int23_4
  Rep 046: fitting model int24_1
  Rep 046: fitting model int24_3
  Rep 046: fitting model int34_1
  Rep 046: fitting model int34_2
  Rep 046: fitting model int12
  Rep 046: fitting model int13
  Rep 046: fitting model int14
  Rep 046: fitting model int23
  Rep 046: fitting model int24
  Rep 046: fitting model int34
  Rep 046: fitting model int123_4
  Rep 046: fitting model int124_3
  Rep 046: fitting model int134_2
  Rep 046: fitting model int234_1
  Rep 046: fitting model full
  Rep 047: fitting model null
  Rep 047: fitting model x1
  Rep 047: fitting model x2
  Rep 047: fitting model x3
  Rep 047: fitting model x4
  Rep 047: fitting model main
  Rep 047: fitting model int12_3
  Rep 047: fitting model int12_4
  Rep 047: fitting model int13_2
  Rep 047: fitting model int13_4
  Rep 047: fitting model int14_2
  Rep 047: fitting model int14_3
  Rep 047: fitting model int23_1
  Rep 047: fitting model int23_4
  Rep 047: fitting model int24_1
  Rep 047: fitting model int24_3
  Rep 047: fitting model int34_1
  Rep 047: fitting model int34_2
  Rep 047: fitting model int12
  Rep 047: fitting model int13
  Rep 047: fitting model int14
  Rep 047: fitting model int23
  Rep 047: fitting model int24
  Rep 047: fitting model int34
  Rep 047: fitting model int123_4
  Rep 047: fitting model int124_3
  Rep 047: fitting model int134_2
  Rep 047: fitting model int234_1
  Rep 047: fitting model full
  Rep 048: fitting model null
  Rep 048: fitting model x1
  Rep 048: fitting model x2
  Rep 048: fitting model x3
  Rep 048: fitting model x4
  Rep 048: fitting model main
  Rep 048: fitting model int12_3
  Rep 048: fitting model int12_4
  Rep 048: fitting model int13_2
  Rep 048: fitting model int13_4
  Rep 048: fitting model int14_2
  Rep 048: fitting model int14_3
  Rep 048: fitting model int23_1
  Rep 048: fitting model int23_4
  Rep 048: fitting model int24_1
  Rep 048: fitting model int24_3
  Rep 048: fitting model int34_1
  Rep 048: fitting model int34_2
  Rep 048: fitting model int12
  Rep 048: fitting model int13
  Rep 048: fitting model int14
  Rep 048: fitting model int23
  Rep 048: fitting model int24
  Rep 048: fitting model int34
  Rep 048: fitting model int123_4
  Rep 048: fitting model int124_3
  Rep 048: fitting model int134_2
  Rep 048: fitting model int234_1
  Rep 048: fitting model full
  Rep 049: fitting model null
  Rep 049: fitting model x1
  Rep 049: fitting model x2
  Rep 049: fitting model x3
  Rep 049: fitting model x4
  Rep 049: fitting model main
  Rep 049: fitting model int12_3
  Rep 049: fitting model int12_4
  Rep 049: fitting model int13_2
  Rep 049: fitting model int13_4
  Rep 049: fitting model int14_2
  Rep 049: fitting model int14_3
  Rep 049: fitting model int23_1
  Rep 049: fitting model int23_4
  Rep 049: fitting model int24_1
  Rep 049: fitting model int24_3
  Rep 049: fitting model int34_1
  Rep 049: fitting model int34_2
  Rep 049: fitting model int12
  Rep 049: fitting model int13
  Rep 049: fitting model int14
  Rep 049: fitting model int23
  Rep 049: fitting model int24
  Rep 049: fitting model int34
  Rep 049: fitting model int123_4
  Rep 049: fitting model int124_3
  Rep 049: fitting model int134_2
  Rep 049: fitting model int234_1
  Rep 049: fitting model full
  Rep 050: fitting model null
  Rep 050: fitting model x1
  Rep 050: fitting model x2
  Rep 050: fitting model x3
  Rep 050: fitting model x4
  Rep 050: fitting model main
  Rep 050: fitting model int12_3
  Rep 050: fitting model int12_4
  Rep 050: fitting model int13_2
  Rep 050: fitting model int13_4
  Rep 050: fitting model int14_2
  Rep 050: fitting model int14_3
  Rep 050: fitting model int23_1
  Rep 050: fitting model int23_4
  Rep 050: fitting model int24_1
  Rep 050: fitting model int24_3
  Rep 050: fitting model int34_1
  Rep 050: fitting model int34_2
  Rep 050: fitting model int12
  Rep 050: fitting model int13
  Rep 050: fitting model int14
  Rep 050: fitting model int23
  Rep 050: fitting model int24
  Rep 050: fitting model int34
  Rep 050: fitting model int123_4
  Rep 050: fitting model int124_3
  Rep 050: fitting model int134_2
  Rep 050: fitting model int234_1
  Rep 050: fitting model full
Done for n = 100 tau = medium 
